[14:02:06] [INFO]:  Using GLAD GL 4.6
[14:02:08] [DEBUG]: R Key is pressed!
[14:02:08] [TRACE]: R Key Single Press!
[14:02:08] [DEBUG]: R Key is pressed!
[14:02:08] [DEBUG]: R Key is pressed!
[14:02:08] [DEBUG]: R Key is pressed!
[14:02:08] [DEBUG]: R Key is pressed!
[14:02:08] [DEBUG]: R Key is pressed!
[14:02:08] [DEBUG]: R Key is pressed!
[14:02:08] [DEBUG]: R Key is pressed!
